number,title,writer,is_open,body,comments
1135,Error: Invalid rich scalar: Field,coldstar1993,open,"My circuit dependency relationship is as: zkProgramC <-- zkProgramB <-- SmartContractA.  
I tried to trigger smartContractA with the proof from zkProgramB(zkProgramC), and get successful tx and broadcast at the first trigger.  However, when I trigger the second or more times, it throws an error as below:

```
Error: Invalid rich scalar: Field 10877295794357616459115299833550986754430745535593408272184814485138476140408
    at failwith (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:64877:50)
    at raise_invalid_scalar (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376100:36)
    at except (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376105:49)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376146:61
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376117:64
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at map$14 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:78942:49)
    at caml_call2 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7702:28)
    at _hH4_ (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376387:58)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at _hHV_ (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376441:40)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at count_map (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:77630:21)
    at func$3 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:77656:33)
    at _hKK_ (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:375367:56)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at _hHV_ (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376441:40)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at creator (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:375280:36)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376511:46
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at _g$b_ (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:401043:43)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376572:60
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at of_json (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:375297:38)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at creator (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:375270:33)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376511:46
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:401833:47
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376572:60
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at of_json (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:375297:38)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at creator (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:375270:33)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376511:46
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at _g7C_ (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:403186:38)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at /opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376572:60
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at of_json (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:375297:38)
    at caml_call1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7700:28)
    at of_json (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:376649:31)
    at caml_call2 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:7702:28)
    at account_update$1 (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:424307:56)
    at caml_call_gen (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:1987:17)
    at caml_call_gen (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:1990:16)
    at Object.accountUpdate (/opt/anomix_server/anomix-network/node_modules/o1js/dist/node/bindings/compiled/_node_bindings/snarky_js_node.bc.cjs:3581:16)
    at AccountUpdate.hash (file:///opt/anomix_server/anomix-network/node_modules/o1js/dist/node/lib/account_update.js:638:44)
    at AccountUpdate.toPublicInput (file:///opt/anomix_server/anomix-network/node_modules/o1js/dist/node/lib/account_update.js:642:34)
    at createZkappProof (file:///opt/anomix_server/anomix-network/node_modules/o1js/dist/node/lib/account_update.js:1318:37)
    at addProof (file:///opt/anomix_server/anomix-network/node_modules/o1js/dist/node/lib/account_update.js:1313:23)
    at addMissingProofs (file:///opt/anomix_server/anomix-network/node_modules/o1js/dist/node/lib/account_update.js:1285:52)
    at Object.prove (file:///opt/anomix_server/anomix-network/node_modules/o1js/dist/node/lib/mina.js:158:50)
    at file:///opt/anomix_server/anomix-network/apps/proof-generators/dist/src/provers/proof-worker-AnomixRollupContract.js:28:30
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async execCircuit (file:///opt/anomix_server/anomix-network/apps/proof-generators/dist/src/provers/proof-worker-AnomixRollupContract.js:42:21)
    at async process.<anonymous> (file:///opt/anomix_server/anomix-network/apps/proof-generators/dist/src/provers/proof-worker-AnomixRollupContract.js:14:17)
```

And then I reboot a new process again for repeated progress, it could always succeed at the first time, while all failed at second time.

So  I guess it's about the memory usage. Might be at the first time there is enough memory space, but from the second time, memory is not enough (perhaps it failed to release some memory? just guess.). 
","[('mitschabaude', ""It's weird, could you post the stack trace when running with\r\n```\r\nnode --enable-source-maps\r\n```\r\n""), ('mitschabaude', 'It would possibly be easy to fix by switching to the TS version in `AccountUpdate.hash()`')]"
1131,Explanation of buildWeb.js,directcuteo,open,Hello! Can someone describe what `buildWeb.js` is doing roughly? I can see that is altering some files but I am not sure what is the reason behind it. Thank you !!,[]
1130,Explain magic,L-as,open,"There is a lot of unexplained magic, which makes it unclear what is happening, e.g., when is an account update created?
When is it added as child? There is a lot documentation that could be written.",[]
1129,`getAndAssertEquals` -> `get` ?,L-as,open,"This is probably confusing for beginners,
especially when people do `x.assertEquals(x)`.

When would you use raw `get` over `fetch` anyway?","[('bkase', 'there are (rare) times where you want to get without asserting, and it seemed cleaner than requiring the two lines of code everytime.'), ('L-as', ""Yes but that is the special-case, and it should be named as such. `get` should assert, the original one should be renamed, and it's not clear to me how it's different from `fetch`.""), ('mitschabaude', ""I disagree, because adding a precondition is something that can have negative impact on UX, by introducing race conditions. Something like that shouldn't happen silently. That's why I prefer the more explicit `getAndAssertEquals()`\r\n\r\nRe difference:\r\n* `fetch()` is async and therefore can't be used in a smart contract method\r\n* `get()` is sync, and has two modes: one where it returns a dummy value and marks the account to be fetched, and one where it returns something from cache. By running the contract method twice and doing the fetch in between, we enable a synchronous API. This aspect of `get()` is really just a hack around not having async circuits (currently)\r\n* `get()` puts the result in a witness. using the `fetch()` result directly would mean you use a different constant every time you compile/prove the circuit, so it'd be broken"")]"
1126,method decorator doesn't work in browser,directcuteo,closed,"Whenever I import method decorator in my browser based application, I am receiving the following error.
![Screenshot 2023-09-20 at 14 11 54](https://github.com/o1-labs/o1js/assets/37619567/1d19d03b-1640-4da6-b016-0dcb474dff66)

This is the entire code:
```
import { Field, method, SmartContract } from ""o1js"";

class Square extends SmartContract {
  @method update(square: Field) {
  }
}
```

This code doesn't produce the error:

```
import { Field, method, SmartContract } from ""o1js"";

class Square extends SmartContract {
  // @method update(square: Field) {
  // }
}
```

How can I overcome this issue?","[('directcuteo', '### Update:\r\nLocation of the error:\r\nhttps://github.com/o1-labs/o1js/blob/0bc79959ecb54a49ffadee0f8c7143d4c52b4b9c/src/lib/proof_system.ts#L396\r\nIt seems that the error is coming because this code is ""broken"".\r\nhttps://github.com/o1-labs/o1js/blob/0bc79959ecb54a49ffadee0f8c7143d4c52b4b9c/src/lib/zkapp.ts#L98\r\n\r\nI changed the code to \r\n``` \r\nlet paramTypes: Provable<any>[] = Reflect.getMetadata(\r\n  \'design:paramtypes\',\r\n  target,\r\n  methodName\r\n) || [];\r\n```\r\n\r\nAnd now it seems to work.'), ('mitschabaude', 'Hey @directcuteo it sounds like whatever bundler pipeline you use isn\'t compiling decorators to JS as intended, so you get empty metadata. The ""fix"" you applied just silences the error but makes it work incorrectly and will probably cause an error later'), ('mitschabaude', 'The proper code change would be to throw the same error you observed but make the error message more informative'), ('mitschabaude', '@directcuteo you can get around decorators not working by using declareMethods / declareState instead of method / state decorators '), ('directcuteo', '@mitschabaude That is great piece of info!\r\nI am using again the `o1js 0.13.0`\r\n\r\nSo I added these 2 functions instead of the decorators. Now when the line `zkAppInstance.deploy()` is executed, I receive the following error:\r\n\r\n![Screenshot 2023-09-21 at 11 51 30](https://github.com/o1-labs/o1js/assets/37619567/d474b855-d0aa-41d5-8a8b-aaece9f4b3f7)\r\n\r\n\r\n### Here is the code \r\n\r\n```\r\n      class Square extends SmartContract {\r\n        num: State<Field>;\r\n\r\n        constructor(num: PublicKey) {\r\n          super(num);\r\n          this.num = State();\r\n        }\r\n\r\n        override init() {\r\n          super.init();\r\n          this.num.set(Field(3));\r\n        }\r\n\r\n        update(square: Field) {\r\n          const currentState = this.num.get();\r\n          this.num.assertEquals(currentState);\r\n          square.assertEquals(currentState.mul(currentState));\r\n          this.num.set(square);\r\n        }\r\n      }\r\n\r\n      declareMethods(Square, { update: [Field] });\r\n      declareState(Square, { num: Field });\r\n\r\n      await isReady;\r\n\r\n      console.log(""o1js loaded"");\r\n\r\n      const useProof = false;\r\n\r\n      const Local = Mina.LocalBlockchain({ proofsEnabled: useProof });\r\n      Mina.setActiveInstance(Local);\r\n      const { privateKey: deployerKey, publicKey: deployerAccount } = Local.testAccounts[0];\r\n      const { privateKey: senderKey, publicKey: senderAccount } = Local.testAccounts[1];\r\n\r\n// ----------------------------------------------------\r\n\r\n// Create a public/private key pair. The public key is your address and where you deploy the zkApp to\r\n      const zkAppPrivateKey = PrivateKey.random();\r\n      const zkAppAddress = zkAppPrivateKey.toPublicKey();\r\n\r\n// create an instance of Square - and deploy it to zkAppAddress\r\n      const zkAppInstance = new Square(zkAppAddress);\r\n      console.log(\'initiated Square\');\r\n      const deployTxn = await Mina.transaction(deployerAccount, () => {\r\n        AccountUpdate.fundNewAccount(deployerAccount);\r\n        zkAppInstance.deploy();\r\n      });\r\n      console.log(\'signing\');\r\n      await deployTxn.sign([deployerKey, zkAppPrivateKey]).send();\r\n      console.log(\'signed\');\r\n// get the initial state of Square after deployment\r\n      const num0 = zkAppInstance.num.get();\r\n      console.log(""state after init:"", num0.toString());\r\n```\r\n\r\nNow sure what is wrong since I followed the docs'), ('mitschabaude', 'I think this TS config option might be what you need, I vaguely recall it being related: https://github.com/o1-labs/o1js/blob/bb9cf00d6dbf74710690d5a2655e6205b05f9454/tsconfig.json#L15')]"
1121,Typescript errors on build,directcuteo,closed,"I cannot build the freshly cloned **o1js**. There are a lot of errors in the Typescript code

![image](https://github.com/o1-labs/o1js/assets/37619567/cfd6be48-a5f7-4249-8ff4-18194a457355)
","[('mitschabaude', 'Hey @directcuteo you need to pull the [o1js-bindings](https://github.com/o1-labs/o1js-bindings) submodule where some of the dependencies are contained'), ('mitschabaude', '```\r\ngit submodule update --init\r\n```')]"
1120,Investigate loading native OCaml over an FFI in node,mitschabaude,open,Inspired by this tweet: https://twitter.com/dillon_mulroy/status/1701226300663276003,[]
1119,Avoid to recompute SRS,mitschabaude,closed,PR which added a flag to kimchi to include the SRS in the Rust binary: https://github.com/o1-labs/proof-systems/pull/1090,"[('MartinMinkov', 'Just wanted to confirm my thoughts, we must wait until the proof systems PR is landed to start this?'), ('mitschabaude', 'Yeah that would make it easier 🤔 ')]"
1118,Investigate Punkpoll network compatibility,nicc,closed,,[]
1115,Dex example fails in Chrome with stack overflow on OCaml side,L-as,open,"It fails [here](https://github.com/o1-labs/o1js/blob/main/src/examples/zkapps/dex/dex.ts#L76).

The `transfer` onto an existing account update, if done twice (?), will fail seemingly.
A normal transfer to a public key will not cause the same issue.
It works normally under Node obviously.
Maybe increasing the stack limit in Chrome fixes it, or reducing it in Node reproduces it, I forgot to try.
I think it depends on some other factors too, it was not feasible for me to meaningfully minimize the example.",[]
1114,Bug: Cannot nest account updates inside contract call,mitschabaude,open,"If we create an account update with `update = AccountUpdate.create()` and then use `update.send()` which creates a _nested_ account update for the receiver, proving the contract fails. The reason is that `create()` witnesses the new AU with zero children and sets its `callType` accordingly. The creation of nested account updates needs to take this into account and modify `callType` on the parent account udpate.

Temporary workaround: Create both account updates on the same level
![image](https://github.com/o1-labs/o1js/assets/20989968/31a9f17d-9d55-45a2-98c6-3e1e31fe759c)

",[]
1109,"CLOSE since wrong repo, oops zk system only finds o1js from the ui and contracts directories",barriebyron,closed,"I installed the latest version of the Mina zkApp CLI:

`$ npm update -g zkapp-cli`

and successfully created a zkApp CLI with tutorial 4

However, the `zk system` command doesn't find o1js from the root project directory:

```
➜  04-zkapp-browser-ui git:(main) ✗ pwd
/Users/barriebyron/zkprojects/04-zkapp-browser-ui
➜  04-zkapp-browser-ui git:(main) ✗ zk system
Be sure to include the following system information when submitting a GitHub issue:

  System:
    OS: macOS 13.5.1
    CPU: (12) arm64 Apple M2 Pro
  Binaries:
    Node: 18.5.0 - ~/.nvm/versions/node/v18.5.0/bin/node
    Yarn: Not Found
    npm: 8.12.1 - ~/.nvm/versions/node/v18.5.0/bin/npm
  npmPackages:
    o1js: Not Found (not in a project)
  npmGlobalPackages:
    zkapp-cli: 0.11.2
```

Success with the `zk system` command from the `04-zkapp-browser-ui/ui` directory and the `/04-zkapp-browser-ui/contracts` directory
```
➜  04-zkapp-browser-ui git:(main) ✗ pwd
/Users/barriebyron/zkprojects/04-zkapp-browser-ui
➜  04-zkapp-browser-ui git:(main) ✗ cd ui
➜  ui git:(main) ✗ zk system
Be sure to include the following system information when submitting a GitHub issue:

  System:
    OS: macOS 13.5.1
    CPU: (12) arm64 Apple M2 Pro
  Binaries:
    Node: 18.5.0 - ~/.nvm/versions/node/v18.5.0/bin/node
    Yarn: Not Found
    npm: 8.12.1 - ~/.nvm/versions/node/v18.5.0/bin/npm
  npmPackages:
    o1js: 0.* => 0.12.1
  npmGlobalPackages:
    zkapp-cli: 0.11.2
```","[('ymekuria', '@barriebyron This issue should be in the `zkApp-cli` repo https://github.com/o1-labs/zkapp-cli/')]"
1101, Unable to Interact with zkapp Contract Despite Successful Deployment,PashaKlybik,closed,"Hello,

I've been encountering a persistent issue when attempting to interact with my zkapp contract. Even though the contract seems to be correctly deployed on the network (verified on Minascan and through the fetchAccount method), I'm consistently receiving the following errors:

We can't find this zkapp account in the ledger.
Because the zkapp account was not found in the cache. Try calling await fetchAccount(zkappAddress) first.
To ascertain my contract's presence on the network, I:

Checked its existence on Minascan and can confirm it's listed there.
Utilized the fetchAccount method with my zkapp contract's address, which returned relevant data .
`{
  publicKey: PublicKey {
    x: Field { value: [Array] },
    isOdd: Bool { value: [Array] }
  },
  tokenId: Field { value: [ 0, [Uint8Array] ] },
  tokenSymbol: '',
  balance: UInt64 { value: Field { value: [Array] } },
  nonce: UInt32 { value: Field { value: [Array] } },
  receiptChainHash: Field { value: [ 0, [Uint8Array] ] },
  delegate: PublicKey {
    x: Field { value: [Array] },
    isOdd: Bool { value: [Array] }
  },
  votingFor: Field { value: [ 0, [Uint8Array] ] },
  timing: {
    isTimed: Bool { value: [Array] },
    initialMinimumBalance: UInt64 { value: [Field] },
    cliffTime: UInt32 { value: [Field] },
    cliffAmount: UInt64 { value: [Field] },
    vestingPeriod: UInt32 { value: [Field] },
    vestingIncrement: UInt64 { value: [Field] }
  }, ...`
Given these verifications, I'm puzzled as to why I continue to face this error. I sought assistance from the community on Discord, but we couldn't pinpoint the root cause of the issue.

I'm reaching out here hoping for a deeper insight into this problem and any potential solutions or workarounds. Any guidance or advice would be immensely appreciated.

Thank you.","[('mitschabaude', ""This is not a known issue, so you'll have to provide more info so that anyone can debug this! I assume that the account which can't be found and the account that you are checking on Minascan are different""), ('PashaKlybik', ""Hello, @mitschabaude \r\n\r\nThank you for the prompt response.\r\n\r\nI assure you that the account I'm trying to interact with in my code and the one I'm checking on Minascan are the same. You can verify this using the following contract address on Minascan: https://minascan.io/testworld2/account/B62qk52dWhknKVrtb3dMMNKGJo6YjaTyfCFCacQN7YvfcaF7zwmEdoY/zkApp.\r\n\r\nRegarding the method causing the error on line 75, here's a snippet for clarity:\r\nhttps://github.com/zk-auth-com/mina-google-keys/blob/3dcd3d72023edce975f46b287dbba807fa364ee3/server/src/contract.ts#L35\r\n\r\nIf there's any other information or details you need from me to help debug this issue, please let me know. I'm eager to resolve this and continue with my development work.\r\n\r\nThank you for your assistance.""), ('mitschabaude', 'Hey @PashaKlybik can you also post the stack trace? That would make it much easier to understand the error cause without cloning and running the code myself'), ('PashaKlybik', ""@mitschabaude  \r\n```\r\ncontract compiled\r\ncontract created\r\ncreate transaction \r\nError: email.get() failed, either:\r\n1. We can't find this zkapp account in the ledger\r\n2. Because the zkapp account was not found in the cache. Try calling `await fetchAccount(zkappAddress)` first.\r\nIf none of these are the case, then please reach out on Discord at #zkapp-developers and/or open an issue to tell us!\r\n    at file:///Users/pavelklybik/Documents/2023/bootstrap/mina-google-keys/contracts/node_modules/snarkyjs/dist/node/lib/state.js:154:27\r\n    at Object.witness (snarkyjs/dist/node/lib/provable.js:165:28)\r\n    at Object.get (snarkyjs/dist/node/lib/state.js:144:42)\r\n    at MinaGoogleKeysContract.verifyAndSend (file:///Users/pavelklybik/Documents/2023/bootstrap/mina-google-keys/contracts/build/src/MinaGoogleKeysContract.js:51:41)\r\n    at MinaGoogleKeysContract.wrappedMethod (snarkyjs/dist/node/lib/zkapp.js:177:41)\r\n    at file:///Users/pavelklybik/Documents/2023/bootstrap/mina-google-keys/server/src/contract.ts:32:15\r\n    at file:///Users/pavelklybik/Documents/2023/bootstrap/mina-google-keys/server/node_modules/.pnpm/snarkyjs@0.12.1/node_modules/snarkyjs/dist/node/lib/mina.js:79:25\r\n    at Object.runUnchecked (snarkyjs@0.12.1/node_modules/snarkyjs/dist/node/lib/provable-context.js:50:20)\r\n    at createTransaction (snarkyjs@0.12.1/node_modules/snarkyjs/dist/node/lib/mina.js:78:30)\r\n    at Object.transaction (snarkyjs@0.12.1/node_modules/snarkyjs/dist/node/lib/mina.js:554:22)\r\n    at Module.transaction (snarkyjs@0.12.1/node_modules/snarkyjs/dist/node/lib/mina.js:681:31)\r\n    at sendTxs (file:///Users/pavelklybik/Documents/2023/bootstrap/mina-google-keys/server/src/contract.ts:28:36)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async main (file:///Users/pavelklybik/Documents/2023/bootstrap/mina-google-keys/server/src/main.ts:8:16)\r\n```""), ('mitschabaude', 'Thanks @PashaKlybik, I ended up debugging this in your repo. The problem is that you have two different versions of snarkyjs around, one in `/contracts` and one in `/server`. You do `Mina.setActiveInstance()` on the server version but then call `state.get()` (which uses the ""Mina instance"") in contract code -- so, when trying to get the state snarkyjs doesn\'t have the active instance set and in particular doesn\'t know the graphql API to fetch from.\r\n\r\nIt\'s bad that `state.get()` swallows tha actual error and throws something unhelpful in this edge case, I\'ll fix that.\r\n\r\nIn your repo, the error goes away if, from the `/server` code, you import snarkyjs like this:\r\n```ts\r\nimport { Field, ... } from ""../../contracts/node_modules/snarkyjs/dist/node/index.js"";\r\n```'), ('mitschabaude', ""Btw, that's why the zkapp CLI makes snarkyjs a peer dependency and the docs tell you to use `npm link` from the contracts package - that way you don't get two different snarkyjs instances""), ('PashaKlybik', ""Thank you so much for taking the time to debug this in my repo and pinpointing the issue. Your explanation makes perfect sense, and I'll make the necessary adjustments in my code. It's great to know that the error handling for this particular edge case will be improved in the future.\r\n\r\nYour assistance has been invaluable. I'll go ahead and close this issue. Thanks again!"")]"
